topic,link,domain,published_date,title,lang
ENTERTAINMENT,https://www.ghgossip.com/bbnaija-apparently-ozo-kaisha-kiddwaya-others-voted-for-lilo-and-ka3na-to-be-evicted/,ghgossip.com,2020-08-03 14:34:00,"BBNaija: Apparently Ozo, Kaisha, Kiddwaya, Others Voted For Lilo And Ka3na To Be Evicted",en
NATION,https://sg.news.yahoo.com/ndp-fireworks-launched-at-10-islandwide-locations-for-sporeans-to-enjoy-from-home-012944489.html,sg.news.yahoo.com,2020-08-07 01:31:58,NDP fireworks to launch at 10 islandwide locations for S'poreans to enjoy from home,en
NATION,https://nypost.com/2020/08/08/trump-has-heated-phone-call-gop-mega-donor-sheldon-adelson-report/,nypost.com,2020-08-08 17:42:00,Trump has heated phone call with GOP mega-donor Sheldon Adelson: report,en
BUSINESS,https://www.moneycontrol.com/news/india/new-drug-rlf-100-shows-dramatic-results-for-critical-covid-19-patients-5652591.html,moneycontrol.com,2020-08-06 02:54:00,New drug RLF-100 shows dramatic results for critical COVID-19 patients,en
ENTERTAINMENT,https://news.avclub.com/taylor-swift-asks-fans-to-bring-down-u-s-president-wit-1844743879,news.avclub.com,2020-08-16 22:36:00,"Taylor Swift asks fans to bring down U.S. president with controversial ""vote early"" message",en
BUSINESS,https://www.aeresearch.net/gamification-platform-market-269083,aeresearch.net,2020-08-10 10:03:30,"Gamification Platform Market 2020: Industry Size & Share, Business Strategies,",en
TECHNOLOGY,https://gadgets.ndtv.com/mobiles/news/redmi-9-prime-sale-india-today-price-rs-9999-amazon-mi-com-specifications-2279633,gadgets.ndtv.com,2020-08-17 02:07:55,"Redmi 9 Prime Next Sale in India on August 24 via Amazon, Mi.com: Price, Sale Offers, More",en
TECHNOLOGY,https://za.ign.com/fall-guys/145945/feature/every-fall-guys-minigame-ranked,za.ign.com,2020-08-08 17:25:24,"Every Fall Guys Minigame, Ranked",en
NATION,https://www.thecable.ng/breaking-fg-weighs-options-against-ghana-over-clampdown-on-nigerian-traders,thecable.ng,2020-08-17 19:40:00,BREAKING: FG weighs options against Ghana over clampdown on Nigerian traders,en
WORLD,https://www.cbc.ca/news/canada/british-columbia/missing-fishermen-washington-1.5682151,cbc.ca,2020-08-11 20:08:00,U.S. Coast Guard searching for 2 people after Canadian boat takes on water,en
HEALTH,https://www.oneindia.com/india/govt-panel-on-covid-19-vaccine-protocol-discusses-delivery-mechanism-3134043.html,oneindia.com,2020-08-12 16:23:00,Govt panel on Covid-19 vaccine protocol discusses delivery mechanism,en
SCIENCE,https://www.courthousenews.com/new-timeline-ancient-ice-sheet-collapse-raises-warning-climate-change/,courthousenews.com,2017-11-09 21:04:15,New Timeline of Ancient Ice Sheet Collapse Raises Warning About Climate Change,en
NATION,https://www.dailymail.co.uk/news/article-8608571/Man-40-seriously-injured-second-man-arrested-crossbow-attack-Sydneys-south-west.html,dailymail.co.uk,2020-08-09 03:47:17,"Man, 40, seriously injured and second man arrested after crossbow attack in Sydney's south-west",en
BUSINESS,https://timesofindia.indiatimes.com/business/india-business/mm-reviews-all-subsidiaries-for-biz-returns/articleshow/77428431.cms,timesofindia.indiatimes.com,2020-08-08 06:44:00,M&M reviews all subsidiaries for biz returns,en
HEALTH,https://www.mindbodygreen.com/articles/hiit-exercises-benefit-down-syndrome-study,mindbodygreen.com,2020-08-04 23:25:02,Study Finds This Type Of Workout Is Best For People With Down Syndrome,en
HEALTH,https://primefeed.in/market-reports/4376636/amyotrophic-lateral-sclerosis-treatment-market-new-investment-growth-opportunities-by-2027/,primefeed.in,2020-08-14 14:57:00,Amyotrophic Lateral Sclerosis Treatment Market New Investment Growth Opportunities by 2027,en
HEALTH,https://www.reuters.com/article/health-health-coronavirus-germany-vaccin/german-institute-says-covid-19-vaccine-could-be-available-in-autumn-idUSL8N2FE4VT,reuters.com,2020-08-12 14:24:00,German institute says COVID-19 vaccine could be available in autumn,en
BUSINESS,https://www.fool.com/investing/2020/08/17/why-kodak-stock-plunged-today/,fool.com,2020-08-17 21:21:00,Why Kodak Stock Plunged Today,en
ENTERTAINMENT,https://www.polygon.com/2020/8/10/21362452/what-to-watch-on-netflix-hulu-hbo-max-amazon-shudder-indian-matchmaking-host-total-recall,polygon.com,2020-08-10 23:27:26,Netflix’s Indian Matchmaking offers a skewed view of Indian culture,en
HEALTH,https://www.bloombergquint.com/gadfly/revisiting-how-covid-19-ranks-with-seasonal-flu-and-1918-pandemic,bloombergquint.com,2020-08-06 15:04:28,The Great Covid-19 Versus Flu Comparison Revisited,en
SPORTS,https://wwos.nine.com.au/cricket/alyssa-healy-ash-gardner-asics-launch-womens-cricket-shoe/2f6d3e39-2dbb-495e-88f9-9417f26e52af,wwos.nine.com.au,2020-08-04 22:48:13,EXCLUSIVE: The sad reason Aussie hero Alyssa Healy never owned cricket shoes,en
SPORTS,https://metro.co.uk/2020/08/14/arsenal-conduct-internal-review-amid-concern-overpaid-nicolas-pepe-13127492/,metro.co.uk,2020-08-14 08:35:00,Arsenal bosses fear they made big error over Nicolas Pepe transfer,en
WORLD,https://www.irishmirror.ie/showbiz/celebrity-news/khloe-atkinson-death-formulaone-gridgirl-22495410,irishmirror.ie,2020-08-10 07:40:00,"Formula One grid girl, 33, who was in desperate need of kidney transplant dies",en
BUSINESS,https://www.dailymail.co.uk/sciencetech/article-8634765/Milk-cows-fed-grass-BETTER-environment-drinking-soya-milk-study-claims.html,dailymail.co.uk,2020-08-17 08:50:41,Milk from grass-fed cows 'more environmental than soya milk',en
WORLD,https://www.volcanodiscovery.com/earthquakes/quake-info/2922599/M4-Tue-11-Aug-10-Km-al-sur-de-Cartago-Costa-Rica.html,volcanodiscovery.com,2020-08-11 01:17:02,"Earthquake info : M4.2 earthquake on Tuesday, 11 August 2020 01:06 UTC / 8 Km al suroeste de Cartago, Costa Rica - 22 experience reports",en
TECHNOLOGY,http://global.chinadaily.com.cn/a/202008/12/WS5f339f44a31083481725fe00.html,global.chinadaily.com.cn,2020-08-12 09:45:18,Xiaomi's smart factory in Beijing starts operations,en
NATION,https://www.dawn.com/news/1572947/one-dead-another-injured-as-latest-spell-of-rain-lashes-parts-of-karachi,dawn.com,2020-08-06 18:00:00,"One dead, another injured as latest spell of rain lashes parts of Karachi",en
BUSINESS,https://finance.yahoo.com/news/top-u-mall-operator-simon-051858877.html,finance.yahoo.com,2020-08-10 12:37:00,The No. 1 U.S. mall operator faces a huge battle as retail tenants fight for their lives,en
TECHNOLOGY,https://www.abc.net.au/radio/melbourne/programs/breakfast/dr-norman-swan/12540334,abc.net.au,2020-08-09 19:30:00,Has Melbourne's COVID-19 trend finally turned the corner?,en
TECHNOLOGY,https://arstechnica.com/features/2020/08/work-from-home-01-ergo/,arstechnica.com,2020-08-07 13:00:00,Lawn chairs and kitchen tables: Ergonomics in the involuntary work-from-home era,en
TECHNOLOGY,https://www.standardmedia.co.ke/sci-tech/article/2001382224/smartphone-shipments-in-china-plunge-35-per-cent-in-july,standardmedia.co.ke,2020-08-12 08:46:09,Smartphone shipments in China plunge 35 per cent in July: government data,en
SPORTS,https://www.news24.com/sport/cricket/proteas/new-super-league-threatens-to-render-proteas-pre-covid-upswing-a-false-dawn-20200804,news24.com,2020-08-04 12:07:11,New Super League threatens to render Proteas' pre-Covid upswing a false dawn,en
WORLD,https://ewn.co.za/2020/08/06/trump-vows-executive-actions-on-emergency-coronavirus-relief,ewn.co.za,2020-08-06 18:27:10,Trump vows executive actions on emergency coronavirus relief,en
TECHNOLOGY,https://www.digitaltrends.com/dtdeals/asus-rog-zephyrus-g14-deal-best-buy-summer-sale-2020/,digitaltrends.com,2020-08-10 16:15:00,Cheap Gaming Laptop: Save $150 on the Asus ROG Zephyrus G14,en
TECHNOLOGY,https://www.nintendolife.com/news/animal-crossing-new-horizons-celeste-times-and-zodiac-furniture-recipes-complete-list,nintendolife.com,2020-08-17 05:27:00,Animal Crossing: New Horizons: Celeste Times & Zodiac Furniture Recipes Complete List,en
ENTERTAINMENT,https://www.forbes.com/sites/elanagross/2020/08/06/three-bon-appetit-stars-quit-videos-over-racial-discrimination/,forbes.com,2020-08-06 17:04:00,Three Bon Appetit Stars Will Stop Filming Videos Over Racial Discrimination,en
ENTERTAINMENT,https://www.heraldsun.com.au/subscribe/news/1/?sourceCode=HSWEB_WRE170_a&dest=https%3A%2F%2Fwww.heraldsun.com.au%2Fnews%2Fworld%2Fjeffrey-epstein-accuser-claims-prince-andrew-has-crucial-information-on-billionaire-paedophiles-associates%2Fnews-story%2F2401f44c4454e135867ebe79e80446a5&memtype=anonymous&mode=premium&nk=6210898cb082a771059f8ab42b3ca977-1597439584,heraldsun.com.au,2020-08-14 19:55:04,"Ghislaine Maxwell at serious risk of being beaten or killed by fellow prisoners, prosecutors reveal",en
BUSINESS,https://economictimes.indiatimes.com/industry/telecom/telecom-news/the-low-profile-delhi-firm-behind-the-rs-16000-crore-bid-for-anil-ambanis-telecom-assets/articleshow/77348355.cms,economictimes.indiatimes.com,2020-08-04 09:48:00,"The low-profile Delhi firm behind the Rs 16,000-crore bid for Anil Ambani's telecom assets",en
TECHNOLOGY,https://www.techradar.com/news/24-hours-with-the-canon-eos-r5-a-wildlife-photographer-gives-his-verdict,techradar.com,2020-08-18 05:00:00,24 hours with the Canon EOS R5: a wildlife photographer gives his verdict,en
TECHNOLOGY,https://eandt.theiet.org/content/articles/2020/08/whatsapp-integrates-fact-checking-option-for-forwarded-messages/,eandt.theiet.org,2020-08-04 15:02:21,WhatsApp integrates fact-checking option for forwarded messages,en
BUSINESS,https://in.reuters.com/article/global-precious/gold-ticks-higher-on-softer-dollar-china-data-in-focus-idINKCN25A05N,in.reuters.com,2020-08-14 01:45:00,Gold ticks higher on softer dollar; China data in focus,en
ENTERTAINMENT,https://www.malaymail.com/news/life/2020/08/04/us-tiktok-star-addison-rae-is-launching-a-cosmetics-line/1890769,malaymail.com,2020-08-04 00:10:54,US TikTok star Addison Rae is launching a cosmetics line,en
WORLD,https://www.news.com.au/world/coronavirus/new-zealand-lockdown-stage-3-restrictions-after-new-coronavirus-cases/news-story/eb9499c5e611a8a414bc5c9f986577e2,news.com.au,2020-08-12 00:26:38,New Zealand lockdown: Stage 3 restrictions after new coronavirus cases,en
SCIENCE,https://www.nasa.gov/press-release/nasa-administrator-statement-on-the-passing-of-mike-freilich/,nasa.gov,2020-08-05 15:47:11,NASA Administrator Statement on the Passing of Mike Freilich,en
ENTERTAINMENT,https://www.soompi.com/article/1418963wpp/watch-performances-from-2020-soribada-best-k-music-awards,soompi.com,2020-08-13 17:08:10,Watch: Performances From 2020 Soribada Best K-Music Awards,en
SCIENCE,https://www.abc27.com/news/nasa-confirms-spacex-crew-dragon-will-splashdown-in-pensacola-2/,abc27.com,2020-08-02 15:06:00,NASA confirms SpaceX Crew Dragon will splashdown near Pensacola,en
HEALTH,https://edition.cnn.com/2020/08/05/us/mask-safety-google-doodle-trnd/index.html,edition.cnn.com,2020-08-05 11:09:16,Google Doodle promotes mask wearing and social distancing practices,en
TECHNOLOGY,https://www.techradar.com/news/dell-xps-deals-have-hit-dollar699-this-weekend-sales-cheap-price,techradar.com,2020-08-08 18:45:00,Dell XPS 13 deals have hit $699 this weekend,en
SPORTS,https://www.espn.com.au/nba/story/_/id/29629978/joel-embiid-injures-ankle-vs-blazers-ruled-return,espn.com.au,2020-08-10 00:07:41,Joel Embiid injures ankle in first quarter vs. Blazers; status uncertain,en
NATION,https://www.gmanetwork.com/news/news/nation/750137/dominguez-no-budget-for-cash-aid-in-unforeseen-revert-to-mecq/story/,gmanetwork.com,2020-08-06 08:33:00,Dominguez: No budget for cash aid in unforeseen revert to MECQ,en
TECHNOLOGY,https://www.yahoo.com/lifestyle/musician-raising-money-pay-mom-180056751.html,yahoo.com,2020-08-10 18:00:00,Man raising money to pay mom's rent left speechless by stranger outside Target: 'Excuse me?',en
TECHNOLOGY,https://www.androidcentral.com/microsoft-your-phone-will-soon-let-you-run-android-apps-windows-windows-10,androidcentral.com,2020-08-05 15:01:42,Microsoft 'Your Phone' will soon let you stream your Android apps to Windows 10,en
TECHNOLOGY,https://www.goodhousekeeping.com/uk/fashion-beauty/a33603069/ghd-rise-brush-review/,goodhousekeeping.com,2020-08-17 14:43:00,GHD’s new tool finally makes volumised hair an easy feat,en
HEALTH,"https://www.itwire.com/home-it/australian-it-professionals-ahead-of-global-counterparts-in-experiencing-disruptions,-outages-working-remotely.html",itwire.com,2020-08-14 00:58:44,"Australian IT professionals ahead of global counterparts in experiencing disruptions, outages working remotely",en
WORLD,https://www.ctvnews.ca/world/survivors-of-deadly-india-crash-say-plane-swayed-violently-1.5056411,ctvnews.ca,2020-08-08 11:39:00,Survivors of deadly India crash say plane swayed violently,en
BUSINESS,https://au.finance.yahoo.com/news/westpac-issues-covid-19-scam-alert-023010419.html,au.finance.yahoo.com,2020-08-10 02:35:08,‘Remain vigilant’: Westpac warns of scam spike,en
TECHNOLOGY,https://www.newstalk.com/news/schools-return-masks-breaks-1059920,newstalk.com,2020-08-12 17:35:48,Schools consider 'breathing breaks' to allow students time without masks,en
HEALTH,https://www.theguardian.pe.ca/news/world/china-sinopharms-potential-covid-19-vaccine-triggers-antibodies-in-clinical-trials-journal-485131/,theguardian.pe.ca,2020-08-14 06:47:25,China Sinopharm's potential COVID-19 vaccine triggers antibodies in clinical trials: journal,en
NATION,https://www.manilatimes.net/2020/08/10/news/latest-stories/political-dynasties-the-real-oligarchs-ateneo-dean/753443/,manilatimes.net,2020-08-10 07:00:31,Political Dynasties The Real Oligarchs -- Ateneo Dean – The Manila Times,en
NATION,https://guardian.ng/news/court-restrains-edo-government-from-defaming-okunbo/,guardian.ng,2020-08-12 04:10:00,Court restrains Edo govt from defaming OkunboNigeria,en
TECHNOLOGY,https://www.whathifi.com/us/reviews/martinlogan-motion-60xti,whathifi.com,2020-08-12 05:35:00,MartinLogan Motion 60XTi review,en
HEALTH,https://www.ajmc.com/view/differences-in-the-risk-of-orthopedic-surgery-for-patients-with-ra-psoriatic-arthritis,ajmc.com,2020-08-14 16:33:42,"Differences in the Risk of Orthopedic Surgery for Patients With RA, Psoriatic Arthritis",en
SPORTS,https://www.football365.com/news/transfer-gossip-liverpool-four-man-shortlist-jamal-lewis,football365.com,2020-08-05 08:31:11,Liverpool add 'elite' £10m defender to four-man Robertson back-up shortlist,en
ENTERTAINMENT,https://sg.news.yahoo.com/covid-outbreak-smith-company-raises-143543041.html,sg.news.yahoo.com,2020-08-14 14:35:00,COVID Outbreak at Will Smith’s Company Raises Questions on Production Restart and Testing,en
NATION,https://globalnews.ca/news/7257607/social-media-joke-post-not-funny/,globalnews.ca,2020-08-07 19:26:14,"Woman, 21, posted for sale as joke wasn’t funny, say RCMP in B.C.",en
SCIENCE,https://www.canewsottawa.ca/radiative-cooling-method-will-make-electrical-ability-at-nighttime/,canewsottawa.ca,2020-08-14 21:12:19,Radiative Cooling Method Will make Electrical ability at Nighttime,en
SPORTS,https://www.midwestradio.ie/index.php/obituaries-home/40721-tony-finnerty-creagh-ballinrobe-co-mayo,midwestradio.ie,2020-08-17 13:24:43,"Tony Finnerty, Creagh, Ballinrobe, Co. Mayo",en
TECHNOLOGY,https://www.gamespot.com/articles/top-new-games-releasing-on-switch-ps4-xbox-one-and/1100-6480703/,gamespot.com,2020-08-09 23:00:00,"Top New Games Releasing On Switch, PS4, Xbox One, And PC This Week -- August 9-15, 2020",en
TECHNOLOGY,https://www.gamesradar.com/dell-xps-deals-are-live-right-now/,gamesradar.com,2020-08-10 13:58:00,Take your pick from some great Dell XPS deals that are live at Dell right now,en
SCIENCE,https://www.livemint.com/science/news/perseid-meteor-shower-illuminate-skies-over-the-us-how-to-watch-11597214602119.html,livemint.com,2020-08-12 07:27:28,Perseid Meteor Shower illuminate skies over the US. How to watch,en
BUSINESS,https://globalnews.ca/news/7253417/yvr-screening-officers-covid-19/,globalnews.ca,2020-08-05 23:08:01,3 screening officers at Vancouver International Airport test positive for coronavirus,en
SPORTS,https://www.bbc.co.uk/sport/football/53778139,bbc.co.uk,2020-08-17 08:54:46,Inter Milan: How have their former Premier League players fared?,en
HEALTH,https://www.selectscience.net/industry-news/rem-sleep-tunes-eating-behavior/?artID=52244,selectscience.net,2020-08-07 10:06:12,Industry News: REM sleep tunes eating behavior,en
TECHNOLOGY,https://finance.yahoo.com/news/g-shock-unveils-upscale-mens-141700405.html,finance.yahoo.com,2020-08-17 14:17:00,"G-SHOCK Unveils All-New, Upscale Men's G-STEEL Timepiece",en
TECHNOLOGY,https://finance.yahoo.com/news/sony-wh-1000xm4-vs-bose-131536740.html,finance.yahoo.com,2020-08-17 13:15:00,Sony WH-1000XM4 vs. Bose Noise Cancelling Headphones 700: Battle of the best,en
TECHNOLOGY,https://www.phonearena.com/news/tv-commercial-for-the-first-5g-tablets_id126548,phonearena.com,2020-08-12 04:21:59,Samsung releases TV commercial for the world's first 5G tablets,en
NATION,https://winnipeg.ctvnews.ca/man-dead-in-winnipeg-s-26th-homicide-of-the-year-1.5051736,winnipeg.ctvnews.ca,2020-08-05 15:43:00,Man dead in Winnipeg's 26th homicide of the year,en
HEALTH,https://www.news-medical.net/news/20200804/Disruptions-to-lipid-metabolism-after-childbirth-predicts-future-diabetes-risk.aspx,news-medical.net,2020-08-05 01:23:00,Disruptions to lipid metabolism after childbirth predict future diabetes risk,en
NATION,https://www.foxnews.com/us/pelosi-calls-members-back-to-capitol-hill-amid-mail-in-ballot-battle,foxnews.com,2020-08-17 06:43:46,Pelosi calls members back to Capitol Hill amid mail-in ballot battle,en
NATION,https://www.todayonline.com/singapore/resorts-world-sentosa-retrenchments-affected-mostly-foreigners-mom,todayonline.com,2020-08-06 12:22:27,Resorts World Sentosa retrenchments affected mostly foreigners: MOM,en
SPORTS,https://www.marca.com/en/football/spanish-football/2020/08/12/5f33cee3268e3e937b8b4628.html,marca.com,2020-08-12 11:18:00,Joao Felix: I'm at Atletico Madrid to play Simeone's way,en
BUSINESS,https://www.ft.com/content/e5c5a996-8d54-4d5c-a5df-a036b5579148,ft.com,2020-08-10 03:18:46,Clear Channel to roll out billboards ‘with brains’ in Europe,en
SPORTS,https://www.nytimes.com/aponline/2020/08/06/sports/basketball/bc-bkl-fever-sparks.html,nytimes.com,2020-08-06 04:28:00,"Parker, Gray Lead Sparks to 86-75 Win Over Fever",en
NATION,https://www.abc.net.au/news/2020-08-13/sa-border-community-restrictions-hit-hard/12551780,abc.net.au,2020-08-12 23:06:00,Victorian border town residents 'devastated' by new SA border-crossing restrictions,en
NATION,https://www.thenews.com.pk/print/698277-unga-president-elect-arrives-today,thenews.com.pk,2020-08-09 01:00:00,UNGA president-elect arrives today,en
ENTERTAINMENT,https://rojakdaily.com/entertainment/article/10306/author-stephenie-meyer-hints-that-she-has-two-more-twilight-novels-planned,rojakdaily.com,2020-08-14 03:01:18,Author Stephenie Meyer Hints That She Has Two More Twilight Novels Planned,en
WORLD,https://www.crainsnewyork.com/health-care/school-reopening-plans-insufficient-address-health-concerns-teachers-unions-say,crainsnewyork.com,2020-08-10 19:37:04,"Cuomo reopening New York schools too soon as district plans are incomplete or missing, teachers' unions say",en
SPORTS,https://www.tuko.co.ke/373871-calum-chambers-mikel-arteta-ready-sell-arsenal-teammate-fulham-interest.html,tuko.co.ke,2020-08-13 11:40:00,Calum Chambers: Mikel Arteta ready to sell former Arsenal teammate amid Fulham interest,en
NATION,https://www.manilatimes.net/2020/08/10/news/top-stories/govt-to-release-p5b-for-ofw-repatriation/753254/,manilatimes.net,2020-08-09 16:11:44,Govt To Release P5B For OFW Repatriation – The Manila Times,en
BUSINESS,https://www.internetshots.com/2020/08/08/global-metal-concrete-fibers-market-trends-opportunities-drivers-challenges-porters-five-forces-analysis-covered-in-latest-research-available-at-tmr/,internetshots.com,2020-08-08 08:19:55,"Global Metal Concrete Fibers Market Trends, Opportunities, Drivers, Challenges & Porter's Five Forces Analysis covered in Latest Research available at TMR",en
WORLD,https://www.cnbc.com/2020/08/12/russia-coronavirus-vaccine-has-been-researched-for-six-years.html,cnbc.com,2020-08-12 12:29:00,Russia says vaccine could be in use by November and has been developed over six years,en
WORLD,https://www.volcanodiscovery.com/earthquakes/quake-info/2927292/mag4quake-Aug-14-20-New-Zealand-Fiji.html,volcanodiscovery.com,2020-08-14 20:48:00,"Earthquake info : M4.6 earthquake on Friday, 14 August 2020 20:48 UTC / New Zealand (Fiji) -",en
WORLD,http://www.capetalk.co.za/articles/363307/sa-billionaires-rupert-and-motsepe-want-majority-stake-in-blue-bulls-rugby-team,capetalk.co.za,2019-10-09 15:04:20,SA billionaires Rupert and Motsepe want majority stake in Blue Bulls rugby team,en
BUSINESS,https://www.cnet.com/roadshow/news/2021-ford-bronco-jeep-wrangler-climb-rubicon-video/,cnet.com,2020-08-10 15:38:53,Watch the 2021 Ford Bronco and Jeep Wrangler Rubicon climb back-to-back,en
NATION,https://www.newshub.co.nz/home/new-zealand/2020/08/covid-19-what-we-know-about-new-zealand-s-17-cases-of-community-transmission.html,newshub.co.nz,2020-08-13 07:31:43,COVID-19: What we know about New Zealand's 17 cases of community transmission,en
HEALTH,https://www.ksat.com/news/local/2020/08/16/bexar-county-san-antonio-adds-170-new-covid-19-cases/,ksat.com,2020-08-16 00:06:09,"Bexar County, San Antonio adds 170 new COVID-19 cases",en
WORLD,https://ewn.co.za/2020/08/15/full-speech-president-cyril-ramaphosa-announces-level-2-lockdown,ewn.co.za,2020-08-15 18:42:45,FULL SPEECH: President Cyril Ramaphosa announces level 2 lockdown,en
NATION,https://ottawacitizen.com/news/local-news/lowering-class-sizes-to-15-would-require-more-than-1000-teachers-says-ottawa-school-board,ottawacitizen.com,2020-08-12 16:07:30,"Lowering class sizes to 15 would require more than 1,000 teachers, says Ottawa school board",en
HEALTH,https://www.nydailynews.com/coronavirus/ny-coronavirus-mask-transmission-covid-study-efficacy-20200810-cg24pk5urjdf3pyuqpbt4sw7wm-story.html,nydailynews.com,2020-08-10 02:20:00,Best and worst masks to protect from coronavirus,en
SPORTS,https://www.golfchannel.com/news/rory-mcilroy-intentionally-made-his-lie-worse-so-wouldnt-feel-guilty,golfchannel.com,2020-08-08 02:41:01,Rory McIlroy intentionally made his lie worse so that he wouldn't feel guilty,en
SPORTS,https://www.si.com/soccer/2020/08/10/atletico-madrid-positive-coronavirus-tests-vrsaljko-correa-champions-league,si.com,2020-08-10 13:57:00,"Atletico Madrid's Angel Correa, Sime Vrsaljko Test Positive for Coronavirus, Out for UCL",en
ENTERTAINMENT,https://tribune.com.pk/story/2258601/rhea-chakraborty-maintains-innocence-in-ssr-case,tribune.com.pk,2020-08-08 11:59:58,Rhea Chakraborty maintains innocence in SSR case,en
SPORTS,https://www.expressandstar.com/sport/football/wolverhampton-wanderers-fc/2020/08/11/wolves-determined-to-finish-europa-league-marathon-in-grand-fashion/,expressandstar.com,2020-08-11 07:22:00,Wolves determined to finish Europa League marathon in grand fashion,en
BUSINESS,https://ftalphaville.ft.com/2020/08/11/1597142665000/Wix--couponless-cloud-cuckoo-convert/,ftalphaville.ft.com,2020-08-11 14:07:00,Wix: couponless cloud-cuckoo convert,en
SPORTS,https://www.skysports.com/cricket/news/12123/12039833/out-of-exile-azhar-ali-and-imran-khan-on-the-impact-of-the-2009-terrorist-attacks-on-pakistan-cricket,skysports.com,2020-08-05 13:49:13,Out of Exile: Azhar Ali and Imran Khan on the impact of the 2009 terrorist attacks on Pakistan cricket,en
ENTERTAINMENT,https://www.wionews.com/entertainment/madonna-collaborating-with-oscar-winning-screenwriter-diablo-cody-on-a-musical-screenplay-319380,wionews.com,2020-08-10 07:05:49,Madonna collaborating with Oscar-winning screenwriter Diablo Cody on a musical screenplay,en
SPORTS,https://www.reuters.com/article/us-basketball-nba/nba-team-owners-pledge-300-million-over-10-years-to-black-empowerment-idUSKCN2520AY,reuters.com,2020-08-06 03:49:00,NBA team owners pledge $300 million over 10 years to Black empowerment,en
NATION,https://www.peacefmonline.com/pages/politics/politics/202008/423379.php,peacefmonline.com,2020-08-13 06:27:46,"Mission Staff, Students On Govt Scholarship Abroad Can't Vote This Year - EC",en
TECHNOLOGY,https://www.bbc.com/news/business-53740820,bbc.com,2020-08-11 17:08:33,'Bullying' Apple fights couple over pear logo,en
SPORTS,https://www.nrl.com/news/2020/08/15/i-owe-him-everything-behind-the-scenes-of-mcinness-emotional-mary-tribute/,nrl.com,2020-08-15 04:00:00,'I owe him everything': Behind the scenes of McInnes's emotional Mary tribute,en
HEALTH,https://www.ems1.com/ems-products/personal-protective-equipment-ppe/articles/electric-cookers-can-be-used-to-sanitize-n95-masks-study-finds-VPJcQuDHWRAhrqbO/,ems1.com,2020-08-10 18:16:00,How to use dry heat to decontaminate a N95 respirator (mask),en
SPORTS,https://www.telegraph.co.uk/tennis/2020/08/10/johanna-konta-suffers-heart-palpitation-competitive-return-kentucky/,telegraph.co.uk,2020-08-10 22:54:00,Johanna Konta suffers heart palpitation on competitive return at Kentucky tournament,en
SPORTS,https://www.thestar.com/sports/bluejays/2020/07/31/bo-bichette-gave-dad-his-blessing-to-join-the-blue-jays-coaching-staff.html,thestar.com,2020-08-02 23:12:23,Bo Bichette gave dad his blessing to join the Blue Jays coaching staff,en
SPORTS,https://economictimes.indiatimes.com/markets/stocks/news/50-jump-in-5-days-unlisted-stock-skyrockets-as-ipl-2020-gets-a-date/articleshow/77366547.cms,economictimes.indiatimes.com,2020-08-05 06:45:00,50% jump in 5 days! Unlisted stock skyrockets as IPL 2020 gets a date,en
ENTERTAINMENT,https://www.thenewsminute.com/article/wishes-pour-singer-spb-who-remains-critical-chennai-hospital-130777,thenewsminute.com,2020-08-14 15:15:53,Wishes pour in for singer SPB who remains critical in a Chennai hospital,en
ENTERTAINMENT,https://www.khaleejtimes.com/citytimes/bollywood/varun-dhawan-parineeti-chopra-joins-others-in-cbi-probe-demand-for-sushant,khaleejtimes.com,2020-08-14 06:35:07,"Varun Dhawan, Parineeti Chopra joins others in CBI probe demand for Sushant",en
ENTERTAINMENT,https://www.ghgossip.com/7-talking-points-from-shatta-wale-and-beyonces-already-music-video-that-ghanaians-havent-noticed/,ghgossip.com,2020-08-04 16:25:00,7 Talking Points From Shatta Wale And Beyonce's 'Already' Music Video That Ghanaians Are Still Talking About,en
TECHNOLOGY,https://threatpost.com/high-severity-tinymce-cross-site-scripting-flaw-fixed/158306/,threatpost.com,2020-08-13 12:34:00,High-Severity TinyMCE Cross-Site Scripting Flaw Fixed,en
WORLD,https://www.news.com.au/finance/work/leaders/coronavirus-victoria-dan-andrews-brett-suttons-relationship-has-risk-expert-warns/news-story/473e43b6255ddf3211c26bc3b900c921,news.com.au,2020-08-08 08:59:01,"Coronavirus Victoria: Dan Andrews, Brett Sutton’s relationship has ‘risk’ expert warns",en
TECHNOLOGY,https://techtoday19.com/ng/canalys-surging-tablet-sales-offset-desktop-pc-declines-in-q2-2020/,techtoday19.com,2020-08-04 00:19:20,Canalys: Surging tablet sales offset desktop PC declines in Q2 2020,en
ENTERTAINMENT,https://www.mirror.co.uk/news/uk-news/prince-harrys-comment-made-kate-22517042,mirror.co.uk,2020-08-15 06:14:00,Prince Harry's comment that made Kate Middleton 'cry' on her wedding day,en
SPORTS,https://www.sen.com.au/news/2020/08/11/why-two-north-melbourne-players-would-be-frustrated-with-rebuild-and-may/,sen.com.au,2020-08-11 06:26:19,"Why two North Melbourne players would be ""frustrated"" with rebuild and may look to move on",en
HEALTH,https://ktla.com/news/local-news/child-tests-positive-for-west-nile-virus-in-o-c-marking-countys-1st-human-case-of-2020/,ktla.com,2020-08-10 20:14:00,"Child tests positive for West Nile virus in O.C., marking county’s 1st human case of 2020",en
